ATO_ID,ra,dec
J271.2734-07.6307,271.2734,-7.6307
J287.9033+13.9148,287.9034,13.9148
J257.6570-20.7258,257.657,-20.7258
J284.4706-11.6598,284.4706,-11.6598
J330.4291+54.9297,330.42916,54.92971
J266.7594-10.9942,266.75947,-10.99424
J266.5773-10.3104,266.57733,-10.3104
J118.7842-34.4284,118.78425,-34.42841
J119.1496+00.4108,119.14966,0.41089
J042.2838+53.6190,42.28388,53.61905
J325.2302-03.3531,325.2302,-3.35319
J325.4698-03.2429,325.46984,-3.24296
J325.7911-03.1116,325.79114,-3.1116
J168.2242+36.2168,168.22427,36.21683
J105.7023-09.7352,105.7023,-9.7352
J105.7243-09.6916,105.72434,-9.69163
J105.3135-09.6021,105.31352,-9.60216
J337.7109+58.1537,337.71098,58.15371
J295.1117+17.3814,295.1117,17.3814
J278.5521-22.2278,278.55217,-22.22787
J278.9985-22.1531,278.9985,-22.1532
J168.8306+41.4846,168.83065,41.4846
J264.5154+39.2455,264.51546,39.24553
J278.4292-22.0336,278.42926,-22.03364
J168.6125+42.2275,168.6125,42.22756
J168.9154+42.3710,168.91545,42.37103
J126.6980-27.6705,126.69808,-27.67052
J278.3728-22.6990,278.3728,-22.699
J278.5719-22.9626,278.57192,-22.96265
J226.0250+48.9815,226.025,48.98152
J105.3259-10.8039,105.3259,-10.80395
J099.3005+03.0194,99.30056,3.01944
J099.1380+05.8671,99.138,5.8671
J326.7015+04.0529,326.70151,4.05291
J264.4114+47.4976,264.41143,47.49767
J337.4309-06.1936,337.4309,-6.1936
J337.3772-06.1292,337.3772,-6.1292
J326.0847+09.3109,326.0847,9.31099
J337.0281-08.1483,337.0281,-8.1483
J337.6855-08.5938,337.6855,-8.5938
J126.1315-29.4751,126.13155,-29.47513
J337.4620-13.6935,337.46204,-13.69351
J337.0808-13.6618,337.08088,-13.66187
J337.9778-16.3771,337.97783,-16.37716
J264.7773+49.1151,264.77734,49.11518
J092.6870+01.5148,92.68701,1.51486
J092.8683+02.3561,92.8683,2.35611
J092.2328+02.7145,92.23285,2.71456
J226.1702-02.2956,226.17021,-2.29566
J105.1613-11.0581,105.16132,-11.0581
J105.6922-11.0513,105.69228,-11.05133
J292.6089+01.4171,292.60893,1.41715
J292.2118+01.4482,292.21189,1.44827
J298.8162+37.9455,298.8162,37.94559
J092.1836+04.9160,92.18365,4.91603
J240.4279-20.0946,240.42792,-20.09467
J240.2047-20.0306,240.20479,-20.03068
J287.9502+45.8755,287.9502,45.8755
J067.8019+43.2322,67.80193,43.23223
J312.9339+50.0033,312.93394,50.00335
J312.6621+50.2899,312.66218,50.28999
J293.0250+51.7915,293.02501,51.79155
J287.1096+45.9776,287.10966,45.97766
J285.3275+14.6031,285.32754,14.60316
J280.7151+16.8336,280.71512,16.8336
J078.7442+41.1088,78.7442,41.10886
J312.5692+50.6725,312.56926,50.67256
J280.9756+17.3867,280.9756,17.3867
J259.7067+47.2363,259.70676,47.23631
J102.0741-10.5610,102.07417,-10.56109
J321.0109+48.4459,321.0109,48.4459
J197.1546+56.0798,197.15468,56.07988
J197.1448+58.6386,197.14481,58.63862
J267.1555+51.2205,267.1555,51.22054
J267.1636+52.1537,267.16368,52.15372
J267.9608+52.2024,267.96084,52.20245
J197.8924-04.3047,197.89243,-4.30473
J267.7487+53.7299,267.74876,53.72992
J267.4219+53.1671,267.42195,53.16715
J280.7928+18.4602,280.7929,18.4602
J346.1063+53.3695,346.10634,53.36959
J013.0949+56.5974,13.09497,56.59746
J013.9512+56.8455,13.95127,56.84552
J013.3890+57.8153,13.38907,57.81532
J267.8349+54.7471,267.83491,54.74711
J109.1546+07.8669,109.15468,7.86694
J044.3059+55.4382,44.30593,55.4382
J293.5512+51.9148,293.55129,51.91485
J287.0424+46.0385,287.04243,46.03859
J120.7688+22.8491,120.76883,22.84915
J293.4536+53.5378,293.4536,53.53789
J109.5321+07.0338,109.53211,7.0338
J013.1474+59.6082,13.14745,59.60822
J067.3386+46.1716,67.33862,46.17168
J297.3954+15.9095,297.39542,15.90954
J067.5676+48.8694,67.56766,48.86942
J115.0774+07.6435,115.07742,7.64358
J267.1026+57.1894,267.10268,57.18949
J346.1788+55.4806,346.17888,55.48062
J280.3392+19.0419,280.33922,19.04191
J280.9181+19.5052,280.91812,19.50526
J280.5579+19.6059,280.55797,19.60597
J045.0528+05.8456,45.05283,5.84565
J045.5648+14.6630,45.56487,14.66303
J045.1113+15.0867,45.1113,15.0867
J267.5571+60.3115,267.55716,60.31159
J045.4268+15.3458,45.42689,15.34584
J267.4437-00.4395,267.4437,-0.4395
J267.1995-00.4278,267.19951,-0.42781
J267.1906-00.2380,267.19068,-0.23807
J321.9369+48.4699,321.93697,48.4699
J280.3359+19.9779,280.33595,19.97799
J280.5773+19.0232,280.57733,19.02328
J280.2934+20.3962,280.29349,20.3962
J120.9985+28.0416,120.99854,28.04165
J115.3832+14.4182,115.3832,14.41828
J013.9182-22.6150,13.91822,-22.61504
J014.6585+00.2948,14.65856,0.29486
J299.5226+41.4519,299.5226,41.4519
J120.1191+31.0465,120.11917,31.04652
J120.3786+32.4412,120.37866,32.44126
J109.8748+12.6687,109.87488,12.66874
J259.7944+56.3254,259.7944,56.32542
J276.0314+41.0926,276.03146,41.09269
J312.1895+55.7816,312.1895,55.7816
J312.9606+55.8328,312.96069,55.83281
J014.4025+43.0180,14.40251,43.01806
J138.3642+22.9080,138.36421,22.90804
J138.5075+22.3201,138.50757,22.32012
J299.9477+41.1537,299.9477,41.1537
J095.3164-12.8223,95.31645,-12.82234
J138.4258+23.4169,138.42588,23.41696
J138.0467+23.5467,138.04676,23.54671
J138.0545+24.6081,138.05457,24.60818
J087.5384+34.1319,87.53841,34.13191
J120.9303+48.6310,120.93032,48.63105
J293.1767-01.9952,293.1767,-1.99522
J270.0904-06.7541,270.0904,-6.7541
J270.0492-06.7202,270.0492,-6.7202
J227.5549+18.2886,227.55496,18.28868
J307.7769+26.1052,307.77696,26.10521
J307.5887+26.1387,307.58878,26.1387
J307.6647+26.2676,307.6647,26.2676
J099.1094+13.9657,99.10946,13.96574
J105.8556-13.4561,105.85561,-13.45614
J105.9756-13.9452,105.97564,-13.94525
J092.2177+09.1562,92.21776,9.15622
J092.7145+09.3763,92.71459,9.37636
J099.6240+13.0464,99.62408,13.04646
J099.2656+14.5515,99.26569,14.55151
J295.9484+21.9234,295.9484,21.9234
J301.3755+36.4961,301.37558,36.49618
J105.2045-13.3763,105.20454,-13.37633
J127.3161+45.8201,127.31611,45.82019
J127.9456+45.0174,127.94562,45.01749
J127.7437+47.9824,127.74377,47.98246
J270.9887-07.4749,270.98871,-7.47498
J270.5706-07.4472,270.5706,-7.4472
J270.6352-07.3506,270.6353,-7.3506
J270.7988-07.3454,270.7988,-7.34544
J105.8556-13.3343,105.85565,-13.33436
J105.2347-13.3003,105.23475,-13.30039
J295.4629+22.4035,295.46292,22.40359
J127.9185+47.1125,127.91851,47.11254
J270.2717-07.2233,270.27176,-7.2233
J270.1351-07.1610,270.1351,-7.161
J270.4746-07.9901,270.47464,-7.99016
J270.6756-07.7629,270.67566,-7.76298
J292.1426+03.5194,292.14264,3.5194
J264.9941-15.7139,264.99414,-15.7139
J338.2912+49.1715,338.2912,49.1715
J169.7267+44.5694,169.72675,44.56943
J169.3330+44.6213,169.33305,44.62137
J338.4046+49.3058,338.40463,49.30589
J338.5825+49.3655,338.58254,49.36557
J169.3380+46.0078,169.33803,46.00786
J227.5620-25.3589,227.56204,-25.35899
J227.0019-27.4442,227.00191,-27.44426
J227.0186-28.7496,227.01864,-28.74964
J227.0300-29.6901,227.03008,-29.69017
J227.6327-29.9525,227.63276,-29.95255
J169.5399+54.5746,169.53994,54.57463
J169.0352+55.4903,169.03526,55.4903
J169.9298+55.6466,169.92982,55.64662
J170.2633+54.6401,170.26337,54.64019
J170.7460+55.7554,170.74601,55.75548
J228.6477+14.1417,228.64771,14.14177
J326.3720+44.5469,326.372,44.547
J170.6358+56.9174,170.6358,56.9174
J292.4341+06.6206,292.43416,6.62066
J307.5105+34.5082,307.51051,34.50822
J326.3857+44.8821,326.3857,44.8821
J307.3365+34.0959,307.3365,34.096
J105.5128-14.2532,105.51287,-14.25326
J307.4142+34.3301,307.41424,34.33013
J298.9791+40.2200,298.97919,40.22006
J170.7330-08.3716,170.73301,-8.37163
J321.2450+57.6666,321.24506,57.66663
J321.2526+58.0249,321.25263,58.02491
J287.6980-01.2666,287.698,-1.2666
J299.1112+44.9309,299.1112,44.9309
J299.6818+44.3211,299.68187,44.32115
J299.4723+44.3494,299.47238,44.34947
J347.7850+47.3120,347.78504,47.31209
J199.1546-01.4456,199.15463,-1.44567
J199.5444-03.3922,199.54447,-3.39229
J347.5286+47.6128,347.52867,47.61281
J199.9440-04.7886,199.94405,-4.78866
J199.4042-07.9637,199.4042,-7.9637
J199.8493-08.2829,199.84939,-8.28299
J304.5981+38.9094,304.5981,38.9094
J241.7153-10.2007,241.71531,-10.20074
J304.3630+38.9439,304.363,38.94394
J293.2645-10.3656,293.26455,-10.36565
J293.9908-10.0303,293.99081,-10.03031
J304.0037+40.3588,304.00378,40.35882
J259.5209-20.9583,259.52097,-20.95833
J241.7216-23.6204,241.72162,-23.62043
J241.8257-23.4883,241.82574,-23.48837
J241.6966-23.4628,241.69668,-23.46289
J241.8105-23.4066,241.81054,-23.40669
J241.3420-23.3974,241.34203,-23.39741
J241.6516-23.3745,241.65168,-23.37453
J259.5876-20.5361,259.5876,-20.53611
J285.7484+21.4415,285.74847,21.44151
J285.9465+21.0485,285.94655,21.04856
J272.1028+00.0919,272.10288,0.0919
J272.6709+00.1823,272.67093,0.18232
J272.7674+00.2282,272.76744,0.22829
J272.8304+00.2676,272.8305,0.2676
J321.1593-03.7201,321.15936,-3.72012
J321.0167-03.5856,321.01671,-3.58564
J276.9298-07.6179,276.9299,-7.6179
J276.6872-07.5338,276.68725,-7.53388
J276.1139-07.5303,276.114,-7.5303
J276.5634-07.3796,276.5634,-7.3796
J321.8601-22.1686,321.86016,-22.16862
J321.4190-22.1248,321.41906,-22.12482
J304.6874+44.0682,304.6874,44.0682
J304.2123+44.7614,304.21236,44.76145
J299.1963+46.8142,299.19631,46.81427
J287.4982-03.3752,287.4983,-3.3752
J332.1212+45.3422,332.1212,45.3422
J139.5034+17.5127,139.5034,17.51277
J290.6406+21.1112,290.64063,21.11124
J267.2218-15.4271,267.22184,-15.42717
J280.4732+35.4431,280.47328,35.44312
J347.8736+50.7913,347.87367,50.79131
J347.6439+51.7880,347.64397,51.78801
J313.7619+08.7493,313.76194,8.74936
J293.7567-11.1313,293.7567,-11.1313
J287.1345-03.2872,287.1345,-3.2872
J287.9067-03.9120,287.90676,-3.91202
J139.0057+21.6944,139.00579,21.69449
J347.4575+53.7148,347.4575,53.7148
J139.0632+75.4154,139.06322,75.41546
J199.9700-17.1493,199.97008,-17.14936
J290.9727+23.5659,290.97272,23.56593
J293.8761-13.1077,293.87611,-13.10776
J293.5753-13.9046,293.57539,-13.90462
J280.6615+39.3913,280.6615,39.3913
J285.7781+21.2006,285.77817,21.2006
J290.9691+23.5920,290.9691,23.592
J290.4578+23.6499,290.4578,23.6499
J290.4223+23.6507,290.42239,23.65078
J347.4954+53.1190,347.49541,53.11904
J293.9007-14.4492,293.90073,-14.44925
J290.4775+31.7898,290.47751,31.78987
J347.4857-06.9336,347.48579,-6.93367
J347.3434-06.0232,347.34341,-6.02326
J200.6756-02.7282,200.67561,-2.72827
J290.5874+31.9148,290.58741,31.91488
J285.1696+27.4491,285.16965,27.4491
J068.9322-28.9147,68.93221,-28.91472
J347.8079-12.2110,347.80794,-12.211
J347.0184-14.3707,347.0184,-14.37071
J200.9101-07.7803,200.91019,-7.78038
J347.0965-15.6517,347.09659,-15.65172
J285.9254+27.6631,285.92541,27.66318
J285.8644+27.7278,285.8644,27.7278
J200.7323-09.7386,200.73236,-9.73865
J069.9841+04.6512,69.98415,4.65122
J290.7740+31.0174,290.77402,31.0174
J287.9999-06.4450,287.99995,-6.44509
J287.4636-06.9394,287.46362,-6.9394
J293.1272-21.0502,293.12721,-21.05027
J241.7554-28.2747,241.75548,-28.27471
J241.8441-28.2173,241.84416,-28.21739
J241.6769-28.1965,241.6769,-28.1965
J292.6256+10.8209,292.62566,10.8209
J092.2396+26.2308,92.23969,26.23081
J264.0059-19.8820,264.0059,-19.882
J264.0197-20.1237,264.0198,-20.12373
J292.1320+10.9556,292.132,10.95565
J292.5912+10.9590,292.59122,10.95906
J292.0100+10.9685,292.01,10.9685
J292.8907+10.9801,292.8907,10.98016
J292.0412+11.1710,292.0412,11.171
J295.3561+31.3390,295.35613,31.33905
J301.8145+40.2933,301.81453,40.29333
J301.0696+40.3076,301.0696,40.3076
J301.0799+40.3506,301.07991,40.35067
J307.7478+46.8311,307.74784,46.83114
J307.1289+46.0880,307.12898,46.08806
J092.5166+26.2613,92.51664,26.26131
J292.7112+11.6992,292.71129,11.69926
J127.9164-28.6445,127.91649,-28.64457
J292.1984+11.8188,292.1984,11.8188
J301.0644+40.6404,301.06443,40.64049
J173.9116+24.0139,173.91169,24.01398
J092.9643+28.7034,92.96438,28.70345
J173.5712+38.8786,173.57126,38.87868
J092.8182+29.2996,92.81822,29.29965
J092.9476+29.0362,92.94765,29.03624
J338.3753+57.1429,338.37539,57.14292
J092.0716+29.9453,92.07163,29.94531
J173.9616+48.5789,173.96168,48.57893
J128.9095-04.7648,128.90953,-4.76488
J292.7609+15.8039,292.7609,15.80392
J292.4203+15.0684,292.4203,15.06842
J301.1927+42.6953,301.1927,42.69538
J230.9515+13.3886,230.95152,13.38861
J313.9029+26.8036,313.90294,26.80368
J201.4903+32.3032,201.49031,32.30327
J299.1091+49.5477,299.10916,49.54772
J299.9962+49.5717,299.9962,49.57179
J313.8850+26.1362,313.88502,26.13623
J201.2288+34.4947,201.22888,34.49473
J201.0602+38.7447,201.06022,38.74475
J313.4640+26.4370,313.46406,26.43703
J087.5850+56.2078,87.58508,56.20784
J069.4554+33.0662,69.45544,33.06621
J087.7160+58.0945,87.71608,58.09457
J087.4618+59.3283,87.46182,59.3283
J285.9327+28.9899,285.93275,28.98994
J120.8817-19.7566,120.88171,-19.75661
J241.9139-34.0257,241.91398,-34.02575
J120.2735-20.0684,120.27353,-20.06843
J260.6042+01.4659,260.60428,1.46595
J297.6787+27.8876,297.6787,27.8876
J285.3464+29.7829,285.34641,29.78295
J285.2558+29.9170,285.25587,29.917
J322.6121+34.0933,322.61211,34.0933
J322.9451+34.9545,322.9451,34.95454
J322.7765+34.1373,322.77651,34.13734
J260.7249+02.5254,260.72498,2.52546
J285.8913+29.1097,285.89133,29.10977
J285.6775+29.1480,285.67758,29.14802
J285.0854+29.0247,285.08543,29.0247
J285.2505+29.2480,285.25059,29.248
J016.2777+22.7776,16.27773,22.77762
J140.8634+24.1603,140.86344,24.16038
J140.1311+24.2262,140.13111,24.22622
J140.2545+26.7759,140.25451,26.77599
J201.6868-02.5224,201.68682,-2.52242
J201.2684-03.6744,201.26843,-3.67443
J201.9236-03.5978,201.92365,-3.59785
J140.8566+26.0481,140.85665,26.04813
J016.2284+30.0224,16.2284,30.0224
J140.9181+32.3291,140.91813,32.32913
J140.7791+34.4530,140.77917,34.45308
J046.9618+58.8008,46.96183,58.80089
J046.3773+58.1112,46.3773,58.11124
J140.9466+35.3971,140.94667,35.39713
J290.3417+39.1344,290.34173,39.13446
J322.4134+36.8382,322.4134,36.8383
J322.8826+36.8576,322.88266,36.85767
J290.0907+39.3072,290.09071,39.30726
J096.9895+13.3067,96.98959,13.30672
J096.8522+13.0343,96.8522,13.0343
J230.8766-27.2612,230.8766,-27.26122
J230.5137-27.2532,230.51372,-27.25327
J230.8444-27.8862,230.84446,-27.88622
J230.0488-28.8368,230.04889,-28.83682
J230.8933-28.7906,230.89333,-28.79066
J230.4682-28.7107,230.46829,-28.71074
J230.2151-28.6814,230.2151,-28.68143
J230.7989-28.6691,230.7989,-28.66918
J099.9466-05.5206,99.9466,-5.5206
J292.8938+22.0112,292.8938,22.0112
J292.3962+23.0025,292.3962,23.0025
J339.2873+49.3526,339.28739,49.35262
J292.5684+23.8338,292.5685,23.8338
J339.8632+50.7145,339.86329,50.71454
J339.4388+50.0766,339.43881,50.07667
J099.1300-07.4031,99.13008,-7.40314
J099.5493-07.8286,99.54935,-7.82863
J099.2485-07.7340,99.24858,-7.73408
J099.4429-07.6702,99.44299,-7.6702
J230.3627-33.5484,230.36271,-33.54848
J230.5688-33.5073,230.56888,-33.50736
J230.3326-33.4069,230.33263,-33.40696
J230.2196-33.3979,230.21968,-33.39791
J339.0307+50.4802,339.03072,50.4802
J230.3549-33.1795,230.35498,-33.17957
J230.1666-34.4165,230.1666,-34.41651
J230.2936-34.1704,230.29362,-34.17044
J230.4156-34.8453,230.41567,-34.84532
J231.5954+02.3405,231.59544,2.34053
J231.8372+07.9273,231.83725,7.92734
J231.1955+08.8491,231.19551,8.84914
J292.1277+24.1190,292.12779,24.11901
J339.3238+51.2442,339.32384,51.24427
J327.4940+36.5046,327.49405,36.50464
J327.5768+36.7140,327.5768,36.714
J099.2960-09.9502,99.29608,-9.95026
J099.7486-09.9371,99.74869,-9.93714
J327.5577+37.9765,327.5577,37.9765
J099.0776-10.0199,99.07761,-10.01998
J092.1060-07.5828,92.10604,-7.58281
J339.1197+56.4745,339.11976,56.47451
J099.0411-12.7636,99.04115,-12.76364
J099.3189-12.7421,99.31899,-12.74211
J099.9198-12.6688,99.91981,-12.66886
J339.2471+56.6484,339.24719,56.64847
J339.2178+56.7907,339.21783,56.79075
J301.8563+52.3667,301.85632,52.36679
J099.3626-12.5978,99.36267,-12.59788
J099.2158-12.5903,99.21581,-12.59035
J099.1176-12.5624,99.11769,-12.56249
J301.5343+52.0492,301.53437,52.04925
J099.2418-12.4433,99.24186,-12.44331
J099.0468-12.4222,99.04681,-12.42224
J099.2985-12.4159,99.29853,-12.41598
J099.6817-12.9348,99.68179,-12.93487
J316.8659+57.2230,316.86598,57.22301
J295.5218+58.3339,295.52184,58.33391
J316.1647+57.0758,316.16478,57.07583
J317.2173+34.4471,317.21733,34.44718
J328.8395+47.6861,328.83957,47.68617
J100.1009+30.4913,100.10096,30.49135
J317.6488+34.6883,317.6488,34.68838
J308.1786+41.3378,308.17869,41.33789
J317.3213+34.2463,317.32132,34.24634
J100.2197+32.3840,100.21977,32.384
J295.8202-04.9318,295.82029,-4.9318
J302.9461+23.9954,302.94611,23.99545
J302.7086+23.0089,302.70866,23.0089
J295.0506-06.1067,295.05069,-6.10672
J317.4983+37.9164,317.49835,37.9164
J317.2110+37.1734,317.21101,37.17346
J317.1947+37.2713,317.19475,37.27133
J100.3012+35.7626,100.3012,35.76267
J302.3248+25.2241,302.32484,25.2241
J302.6662+25.0322,302.6662,25.0322
J308.4648+45.3240,308.4648,45.32408
J302.5354+26.5344,302.53545,26.53449
J302.1072+26.6505,302.1072,26.6505
J308.7054+46.9323,308.70544,46.93232
J308.7191+46.0234,308.71916,46.0234
J295.5171-09.3027,295.5171,-9.30272
J302.6843+26.1616,302.6843,26.1616
J295.1615-09.7716,295.16154,-9.77167
J295.6828-10.4516,295.68285,-10.45161
J295.7266-10.3310,295.7266,-10.331
J295.3438-10.7348,295.34386,-10.73487
J100.3347+51.5636,100.33475,51.56362
J295.5952-12.8700,295.5952,-12.87006
J295.2045-14.3494,295.20453,-14.3494
J295.3861-14.2235,295.3862,-14.22359
J295.5919-14.1667,295.59192,-14.16677
J292.1161+48.4001,292.11611,48.40018
J328.4884+50.4553,328.48841,50.45535
J328.4373+50.4977,328.4373,50.49773
J292.2385+48.6911,292.23853,48.69117
J100.8801+53.3852,100.88015,53.3852
J295.5007-15.0853,295.50074,-15.08539
J302.9752+31.5567,302.97523,31.55672
J292.9922+51.2588,292.99227,51.25885
J295.2183-24.8128,295.21835,-24.8128
J295.8701-24.5537,295.87016,-24.55374
J308.5695+49.8389,308.56957,49.83892
J308.5061+49.2227,308.50618,49.22272
J317.6925-06.2583,317.6925,-6.2583
J317.9656-06.1615,317.96564,-6.1615
J317.7631-12.6821,317.7631,-12.6821
J302.5130+48.0088,302.51302,48.00885
J302.0209+48.1775,302.02099,48.1775
J317.7411-13.5360,317.74115,-13.536
J317.1053-13.5228,317.10538,-13.52285
J317.0925-14.8734,317.09253,-14.87345
J317.0422-21.8358,317.04222,-21.8358
J309.9231+30.7981,309.92315,30.79818
J309.4289+31.3794,309.429,31.3794
J302.2198+49.9232,302.21981,49.92324
J302.5944+49.0929,302.59442,49.09297
J302.2772+49.1152,302.27727,49.11525
J296.8021+20.4965,296.80214,20.49656
J296.9325+20.8040,296.9325,20.8041
J318.1363+13.7340,318.1363,13.734
J302.9229+50.6664,302.92293,50.66642
J309.0058+31.5369,309.00586,31.53692
J309.1572+31.5920,309.15725,31.59203
J309.7143+31.6154,309.71435,31.61541
J318.2704+17.9911,318.2704,17.9911
J309.9881+45.4507,309.98812,45.45072
J302.5045+60.3340,302.50455,60.33407
J302.9407-00.7445,302.94073,-0.74452
J302.5909-01.0269,302.59098,-1.02696
J302.9209-01.9889,302.9209,-1.98897
J309.4920+45.8088,309.49201,45.80886
J302.2896-01.4051,302.2896,-1.40518
J309.0293+45.0170,309.02931,45.01701
J302.9787-02.7380,302.97875,-2.73807
J302.1399-03.0675,302.1399,-3.0675
J309.1515+46.6801,309.15154,46.68013
J302.5657-03.2041,302.5657,-3.20418
J302.0911-04.2498,302.0911,-4.24989
J309.4671+52.7500,309.46716,52.75006
J302.5616-24.5442,302.56168,-24.54423
J303.8440+00.7809,303.84404,0.78099
J309.5857+52.3165,309.58573,52.31658
J309.7141+52.4196,309.71412,52.41961
J309.8517+53.6778,309.85177,53.67783
J318.3008+27.3790,318.30081,27.37902
J318.1949+27.4043,318.19496,27.40434
J318.2695+27.5210,318.2695,27.52107
J309.5595+54.7958,309.55956,54.79583
J309.6101-14.4686,309.61017,-14.46868
J309.6513-16.6208,309.6513,-16.62081
J318.4239+34.1212,318.42399,34.12123
J318.3469+34.1720,318.34694,34.17209
J318.7850+34.2597,318.78503,34.25976
J309.6417-23.7230,309.6417,-23.723
J309.0499-24.6153,309.04993,-24.61537
J310.2656+00.0228,310.26563,0.02285
J310.4365+01.4289,310.43659,1.42892
J310.0657+02.4035,310.0657,2.40353
J318.5461+37.5704,318.54611,37.57044
J310.6875+13.7739,310.68753,13.77391
J318.9577+37.7181,318.95771,37.7181
J318.3697+37.7383,318.3697,37.73835
J318.9596+37.8960,318.95963,37.89604
J318.2470+37.2322,318.24703,37.23223
J318.7630+37.3454,318.76307,37.3454
J318.9529+38.0433,318.9529,38.0433
J318.1688+38.4445,318.16885,38.4445
J318.9568+38.4632,318.9568,38.4633
J318.1320+38.6795,318.13201,38.67957
J310.5690+14.7036,310.56908,14.70365
J318.9216+43.0810,318.92169,43.08109
J318.8278+43.7262,318.82787,43.72629
J318.2988+43.7752,318.29883,43.77523
J318.8443+43.7993,318.84439,43.7993
J310.6559+23.5184,310.65599,23.51849
J310.9960+23.0580,310.996,23.05803
J318.9511+43.9166,318.95114,43.9166
J310.6904+23.2403,310.69042,23.24037
J310.7208+23.3207,310.72088,23.32077
J310.0560+24.8111,310.05604,24.81118
J318.4355+43.3281,318.43552,43.32813
J310.8842+28.3727,310.88426,28.37279
J310.1010+29.0483,310.101,29.0483
J310.2771+29.5695,310.27714,29.56956
J318.4295+45.0210,318.42953,45.0211
J318.9545+45.2629,318.95459,45.26299
J310.0095+29.7006,310.0095,29.7006
J310.2066+29.7017,310.20664,29.70174
J310.4354+29.0806,310.4354,29.0806
J310.8559+29.8013,310.8559,29.8013
J310.3722+29.8367,310.3722,29.8367
J310.7622+29.8631,310.7622,29.8631
J310.5858+30.5769,310.58583,30.57694
J318.7050+46.0402,318.70505,46.04023
J310.5877+30.8995,310.5877,30.8995
J310.9365+31.5986,310.9365,31.5986
J318.2712+46.7215,318.27128,46.7215
J310.5622+31.0243,310.56224,31.02431
J310.9894+34.0044,310.98948,34.00446
J318.1656+49.6715,318.1656,49.67151
J318.6635+49.1053,318.66353,49.10536
J318.4141+49.6208,318.4141,49.6208
J318.3590+50.1783,318.359,50.1783
J318.2489+50.6261,318.2489,50.6261
J318.6343+50.0008,318.63437,50.00083
J318.5928+51.1719,318.5928,51.172
J318.8343+51.1925,318.83435,51.19251
J311.8112+15.4127,311.81126,15.41276
J328.8429-05.6288,328.84293,-5.62888
J328.6620-05.4152,328.66208,-5.41524
J328.0122-05.8494,328.0122,-5.8494
J117.6052+13.8787,117.60529,13.87878
J292.0204-22.2478,292.02046,-22.24783
